country,year,month,temperature_celsius,humidity,precip_mm,wind_mps,temp_z,precip_pctile,extreme_temp,extreme_precip,reason
Mongolia,2024,2024-12-01,-19.55483870967742,81.41935483870968,0.25,1.4919354838709677,-1.987532128891012,0.3333333333333333,True,False,temp_z=-1.99
Mongolia,2025,2025-01-01,-18.483870967741936,71.29032258064517,0.19,1.653225806451613,-1.9113819222709656,0.2777777777777778,True,False,temp_z=-1.91
Montenegro,2024,2024-08-01,34.91935483870968,30.580645161290324,0.73,3.1137992831541217,1.565156068386758,0.16666666666666666,True,False,temp_z=1.57
Montenegro,2024,2024-12-01,9.748387096774193,68.83870967741936,30.33,1.9301075268817203,-1.427274275081126,1.0,False,True,precip_pctile=1.00
Morocco,2024,2024-08-01,26.5,66.16129032258064,0.0,4.10573476702509,1.630755705928879,0.1388888888888889,True,False,temp_z=1.63
Morocco,2025,2025-01-01,15.96774193548387,66.29032258064517,1.5999999999999999,3.7768817204301075,-1.5297039414489784,0.8888888888888888,True,False,temp_z=-1.53
Morocco,2025,2025-02-01,16.021428571428572,75.39285714285714,2.04,3.4682539682539684,-1.5135939633733042,0.9444444444444444,True,False,temp_z=-1.51
Morocco,2025,2025-03-01,15.974193548387097,81.80645161290323,11.47,5.476702508960574,-1.527767978418425,1.0,True,True,temp_z=-1.53; precip_pctile=1.00
Mozambique,2024,2024-12-01,31.161290322580644,56.193548387096776,0.15,4.531362007168459,1.772943235916883,0.3333333333333333,True,False,temp_z=1.77
Mozambique,2025,2025-01-01,30.81935483870968,62.12903225806452,1.6300000000000001,4.344086021505376,1.6591458654361413,0.8888888888888888,True,False,temp_z=1.66
Mozambique,2025,2025-02-01,29.810714285714287,66.46428571428571,6.74,4.459325396825397,1.3234666273772129,1.0,False,True,precip_pctile=1.00
Mozambique,2025,2025-10-01,20.225,68.75,0.1,3.958333333333333,-1.8666938892938427,0.2777777777777778,True,False,temp_z=-1.87
Myanmar,2025,2025-03-01,36.012903225806454,50.38709677419355,0.0,4.96415770609319,2.526928799876558,0.1111111111111111,True,False,temp_z=2.53
Myanmar,2025,2025-04-01,33.89,59.46666666666667,2.17,5.388888888888888,1.604896912662726,0.3333333333333333,True,False,temp_z=1.60
Myanmar,2025,2025-07-01,29.032258064516128,84.35483870967742,53.379999999999995,4.649641577060931,-0.5049463010666604,1.0,False,True,precip_pctile=1.00
Namibia,2024,2024-12-01,30.87741935483871,20.29032258064516,1.28,4.746415770609319,1.665772731024319,0.7777777777777778,True,False,temp_z=1.67
Namibia,2025,2025-03-01,24.0,63.67741935483871,4.53,4.620071684587814,0.1687190917649554,1.0,False,True,precip_pctile=1.00
Namibia,2025,2025-06-01,15.42,38.1,0.0,4.871296296296296,-1.698946606969592,0.3333333333333333,True,False,temp_z=-1.70
Namibia,2025,2025-07-01,15.40967741935484,38.41935483870968,0.0,5.921146953405017,-1.701193591793996,0.3333333333333333,True,False,temp_z=-1.70
Namibia,2025,2025-08-01,16.24516129032258,27.774193548387096,0.04,4.476702508960574,-1.5193282575687732,0.6666666666666666,True,False,temp_z=-1.52
Nepal,2024,2024-12-01,13.654838709677419,53.25806451612903,0.13,1.4157706093189963,-2.692489002877401,0.1111111111111111,True,False,temp_z=-2.69
Nepal,2025,2025-01-01,17.61935483870968,46.483870967741936,0.060000000000000005,1.7948028673835124,-1.6169284722560926,0.05555555555555555,True,False,temp_z=-1.62
Nepal,2025,2025-07-01,27.625806451612902,68.70967741935483,38.519999999999996,1.7096774193548387,1.0977898076359314,1.0,False,True,precip_pctile=1.00
Netherlands,2024,2024-09-01,18.336666666666666,73.86666666666666,9.5,5.408333333333333,0.6900485455352462,1.0,False,True,precip_pctile=1.00
Netherlands,2025,2025-01-01,4.693548387096774,87.80645161290323,5.21,4.238351254480286,-1.715517800188866,0.8888888888888888,True,False,temp_z=-1.72
Netherlands,2025,2025-02-01,4.746428571428572,82.78571428571429,1.3299999999999998,4.20436507936508,-1.7061939206198713,0.3888888888888889,True,False,temp_z=-1.71
New Zealand,2024,2024-09-01,12.02258064516129,76.54838709677419,14.06,7.771505376344086,-0.36383418025753883,1.0,False,True,precip_pctile=1.00
New Zealand,2025,2025-02-01,17.785714285714285,80.35714285714286,0.5800000000000001,5.1021825396825395,2.0217626668585504,0.1111111111111111,True,False,temp_z=2.02
Nicaragua,2024,2024-05-01,29.188235294117646,78.05882352941177,2.51,2.2434640522875817,3.066129558329372,0.6666666666666666,True,False,temp_z=3.07
Nicaragua,2024,2024-06-01,26.746666666666666,87.73333333333333,12.7,1.7277777777777776,1.481619349306594,1.0,False,True,precip_pctile=1.00
Niger,2024,2024-05-01,40.588235294117645,21.058823529411764,0.0,4.379084967320261,2.535876628599767,0.3611111111111111,True,False,temp_z=2.54
Niger,2024,2024-06-01,37.32,31.033333333333335,0.26,4.7481481481481485,1.6813296897541377,0.8333333333333334,True,False,temp_z=1.68
Niger,2024,2024-08-01,30.806451612903224,59.87096774193548,9.0,5.736559139784947,-0.021770709790128833,1.0,False,True,precip_pctile=1.00
Nigeria,2024,2024-05-01,33.3235294117647,54.588235294117645,0.0,2.991830065359477,1.5739582156957594,0.19444444444444445,True,False,temp_z=1.57
Nigeria,2024,2024-08-01,26.361290322580647,79.96774193548387,15.780000000000001,3.293906810035842,-0.6011502185398675,1.0,False,True,precip_pctile=1.00
Nigeria,2025,2025-10-01,22.7,97.0,0.06,1.4722222222222223,-1.7449925024399107,0.3888888888888889,True,False,temp_z=-1.74
North Korea,2024,2024-07-01,23.57857142857143,90.67857142857143,12.16,3.0535714285714284,0.6665475076180414,1.0,False,True,precip_pctile=1.00
North Korea,2024,2024-12-01,-1.5838709677419356,51.32258064516129,0.03,2.7446236559139785,-1.7514122665752188,0.2777777777777778,True,False,temp_z=-1.75
North Korea,2025,2025-01-01,-3.0387096774193547,58.096774193548384,0.2,2.835125448028674,-1.8912135395412577,0.3333333333333333,True,False,temp_z=-1.89
North Korea,2025,2025-02-01,-3.3892857142857147,64.60714285714286,0.0,3.923611111111111,-1.9249017937094282,0.08333333333333333,True,False,temp_z=-1.92
Norway,2025,2025-01-01,-1.8838709677419354,85.35483870967742,3.06,1.982974910394265,-1.7425398215218937,0.7777777777777778,True,False,temp_z=-1.74
Norway,2025,2025-02-01,-2.692857142857143,81.92857142857143,0.45,1.75,-1.860962356566142,0.1111111111111111,True,False,temp_z=-1.86
Norway,2025,2025-09-01,13.16,83.5,8.83,1.9203703703703703,0.459640378436233,1.0,False,True,precip_pctile=1.00
Oman,2024,2024-09-01,32.88,62.4,0.36,3.9212962962962963,0.02062751459257866,1.0,False,True,precip_pctile=1.00
Oman,2024,2024-12-01,25.516129032258064,46.67741935483871,0.0,4.419354838709677,-1.7110192445469141,0.4444444444444444,True,False,temp_z=-1.71
Oman,2025,2025-01-01,23.845161290322583,47.483870967741936,0.07,4.582437275985662,-2.103954684022232,0.9444444444444444,True,False,temp_z=-2.10
Oman,2025,2025-02-01,25.667857142857144,57.17857142857143,0.0,5.042658730158729,-1.675339709674534,0.4444444444444444,True,False,temp_z=-1.68
Pakistan,2024,2024-12-01,18.87741935483871,17.967741935483872,0.02,2.3360215053763445,-1.933661530484711,0.3611111111111111,True,False,temp_z=-1.93
Pakistan,2025,2025-01-01,19.751612903225805,19.677419354838708,0.02,2.7222222222222223,-1.7840322202288645,0.3611111111111111,True,False,temp_z=-1.78
Pakistan,2025,2025-02-01,20.400000000000002,28.428571428571427,8.39,3.101190476190476,-1.6730525473084756,0.9444444444444444,True,False,temp_z=-1.67
Pakistan,2025,2025-07-01,31.896774193548385,59.225806451612904,22.950000000000003,2.1317204301075265,0.29476613074258645,1.0,False,True,precip_pctile=1.00
Palau,2024,2024-06-01,26.67241379310345,87.6896551724138,11.49,1.761494252873563,-1.627695739095359,0.5555555555555556,True,False,temp_z=-1.63
Palau,2025,2025-06-01,27.996666666666666,83.53333333333333,24.57,3.939814814814815,-0.05262316494890668,1.0,False,True,precip_pctile=1.00
Palau,2025,2025-10-01,29.95,73.75,0.02,2.2222222222222223,2.2706806563378588,0.05555555555555555,True,False,temp_z=2.27
Panama,2024,2024-05-01,28.176470588235293,85.0,12.399999999999999,2.0915032679738563,2.8669521398842064,1.0,True,True,temp_z=2.87; precip_pctile=1.00
Panama,2024,2024-06-01,27.55,86.26666666666667,9.28,1.9,2.1616102556245864,0.8333333333333334,True,False,temp_z=2.16
Papua New Guinea,2024,2024-06-01,25.02258064516129,88.35483870967742,0.89,4.21236559139785,-1.6736626236962522,0.05555555555555555,True,False,temp_z=-1.67
Papua New Guinea,2024,2024-07-01,24.414285714285715,83.60714285714286,0.9099999999999999,4.701388888888888,-2.355662482304441,0.1111111111111111,True,False,temp_z=-2.36
Papua New Guinea,2025,2025-03-01,27.041935483870965,87.2258064516129,43.65,1.803763440860215,0.5903702402591074,1.0,False,True,precip_pctile=1.00
Paraguay,2024,2024-11-01,22.529999999999998,73.63333333333334,19.0,2.6592592592592594,0.5946942530032681,1.0,False,True,precip_pctile=1.00
Paraguay,2025,2025-06-01,12.87,80.06666666666666,0.9900000000000001,2.5296296296296297,-2.049581248332154,0.6111111111111112,True,False,temp_z=-2.05
Paraguay,2025,2025-07-01,14.432258064516128,63.58064516129032,0.0,2.4292114695340503,-1.6219372807582724,0.1111111111111111,True,False,temp_z=-1.62
Peru,2025,2025-02-01,21.603571428571428,82.46428571428571,0.12,2.3045634920634925,2.1507033474781916,0.6111111111111112,True,False,temp_z=2.15
Peru,2025,2025-03-01,21.238709677419354,82.25806451612904,0.09,2.689964157706093,1.9727908385681576,0.4444444444444444,True,False,temp_z=1.97
Peru,2025,2025-06-01,16.136666666666667,86.7,0.32,2.534259259259259,-0.5150481024656464,1.0,False,True,precip_pctile=1.00
Philippines,2025,2025-04-01,34.21333333333334,53.5,0.93,4.990740740740741,2.615453436468193,0.1111111111111111,True,False,temp_z=2.62
Philippines,2025,2025-05-01,33.73548387096774,58.67741935483871,4.5600000000000005,4.680107526881721,2.3352571561033573,0.3888888888888889,True,False,temp_z=2.34
Philippines,2025,2025-07-01,29.26451612903226,83.45161290322581,26.04,6.705197132616488,-0.2863813086963139,1.0,False,True,precip_pctile=1.00
